Start date;End date;grid load [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Jan 1, 2022 12:00 AM;Jan 1, 2022 1:00 AM;42,310.25;10,779.50
Jan 1, 2022 1:00 AM;Jan 1, 2022 2:00 AM;40,419.00;9,956.50
Jan 1, 2022 2:00 AM;Jan 1, 2022 3:00 AM;39,095.75;10,040.50
Jan 1, 2022 3:00 AM;Jan 1, 2022 4:00 AM;38,066.50;10,459.00
Jan 1, 2022 4:00 AM;Jan 1, 2022 5:00 AM;38,188.25;11,932.75
Jan 1, 2022 5:00 AM;Jan 1, 2022 6:00 AM;37,342.00;12,500.50
Jan 1, 2022 6:00 AM;Jan 1, 2022 7:00 AM;35,916.00;12,190.25
Jan 1, 2022 7:00 AM;Jan 1, 2022 8:00 AM;37,227.25;14,890.75
Jan 1, 2022 8:00 AM;Jan 1, 2022 9:00 AM;39,798.50;18,620.25
Jan 1, 2022 9:00 AM;Jan 1, 2022 10:00 AM;42,681.50;21,471.25
Jan 1, 2022 10:00 AM;Jan 1, 2022 11:00 AM;45,139.25;23,229.75
Jan 1, 2022 11:00 AM;Jan 1, 2022 12:00 PM;48,018.25;25,676.25
Jan 1, 2022 12:00 PM;Jan 1, 2022 1:00 PM;48,966.00;27,053.50
Jan 1, 2022 1:00 PM;Jan 1, 2022 2:00 PM;47,680.00;27,458.75
Jan 1, 2022 2:00 PM;Jan 1, 2022 3:00 PM;46,417.00;28,749.50
Jan 1, 2022 3:00 PM;Jan 1, 2022 4:00 PM;46,308.00;31,437.25
Jan 1, 2022 4:00 PM;Jan 1, 2022 5:00 PM;48,155.25;34,208.75
Jan 1, 2022 5:00 PM;Jan 1, 2022 6:00 PM;51,300.25;36,009.50
Jan 1, 2022 6:00 PM;Jan 1, 2022 7:00 PM;52,272.50;35,393.50
Jan 1, 2022 7:00 PM;Jan 1, 2022 8:00 PM;50,979.25;32,669.25
Jan 1, 2022 8:00 PM;Jan 1, 2022 9:00 PM;48,796.75;29,138.25
Jan 1, 2022 9:00 PM;Jan 1, 2022 10:00 PM;47,522.25;26,560.50
Jan 1, 2022 10:00 PM;Jan 1, 2022 11:00 PM;47,009.00;25,039.25
Jan 1, 2022 11:00 PM;Jan 2, 2022 12:00 AM;44,596.50;21,600.50
Jan 2, 2022 12:00 AM;Jan 2, 2022 1:00 AM;45,590.75;21,764.50
Jan 2, 2022 1:00 AM;Jan 2, 2022 2:00 AM;44,495.25;20,642.75
Jan 2, 2022 2:00 AM;Jan 2, 2022 3:00 AM;44,124.00;20,182.25
Jan 2, 2022 3:00 AM;Jan 2, 2022 4:00 AM;43,972.75;19,986.25
Jan 2, 2022 4:00 AM;Jan 2, 2022 5:00 AM;44,588.00;20,713.50
Jan 2, 2022 5:00 AM;Jan 2, 2022 6:00 AM;44,417.75;20,724.00
Jan 2, 2022 6:00 AM;Jan 2, 2022 7:00 AM;44,063.50;20,060.75
Jan 2, 2022 7:00 AM;Jan 2, 2022 8:00 AM;44,847.75;20,453.75
Jan 2, 2022 8:00 AM;Jan 2, 2022 9:00 AM;47,443.25;22,012.75
Jan 2, 2022 9:00 AM;Jan 2, 2022 10:00 AM;50,976.25;23,089.25
Jan 2, 2022 10:00 AM;Jan 2, 2022 11:00 AM;53,292.75;22,424.50
Jan 2, 2022 11:00 AM;Jan 2, 2022 12:00 PM;55,468.25;21,847.50
Jan 2, 2022 12:00 PM;Jan 2, 2022 1:00 PM;55,598.50;19,560.25
Jan 2, 2022 1:00 PM;Jan 2, 2022 2:00 PM;54,696.50;16,905.25
Jan 2, 2022 2:00 PM;Jan 2, 2022 3:00 PM;53,694.50;14,831.50
Jan 2, 2022 3:00 PM;Jan 2, 2022 4:00 PM;53,073.75;13,830.25
Jan 2, 2022 4:00 PM;Jan 2, 2022 5:00 PM;54,358.75;14,855.50
Jan 2, 2022 5:00 PM;Jan 2, 2022 6:00 PM;57,261.75;16,984.75
Jan 2, 2022 6:00 PM;Jan 2, 2022 7:00 PM;58,343.00;17,647.75
Jan 2, 2022 7:00 PM;Jan 2, 2022 8:00 PM;57,850.00;17,133.50
Jan 2, 2022 8:00 PM;Jan 2, 2022 9:00 PM;56,003.75;15,750.75
Jan 2, 2022 9:00 PM;Jan 2, 2022 10:00 PM;54,271.75;14,590.75
Jan 2, 2022 10:00 PM;Jan 2, 2022 11:00 PM;53,797.50;15,423.50
Jan 2, 2022 11:00 PM;Jan 3, 2022 12:00 AM;51,105.75;13,182.50
Jan 3, 2022 12:00 AM;Jan 3, 2022 1:00 AM;49,078.75;12,483.25
Jan 3, 2022 1:00 AM;Jan 3, 2022 2:00 AM;47,375.00;10,738.25
Jan 3, 2022 2:00 AM;Jan 3, 2022 3:00 AM;46,770.50;9,224.50
Jan 3, 2022 3:00 AM;Jan 3, 2022 4:00 AM;47,158.00;8,805.75
Jan 3, 2022 4:00 AM;Jan 3, 2022 5:00 AM;48,625.00;9,705.25
Jan 3, 2022 5:00 AM;Jan 3, 2022 6:00 AM;51,491.25;11,957.75
Jan 3, 2022 6:00 AM;Jan 3, 2022 7:00 AM;56,968.75;16,354.50
Jan 3, 2022 7:00 AM;Jan 3, 2022 8:00 AM;61,726.00;20,849.75
Jan 3, 2022 8:00 AM;Jan 3, 2022 9:00 AM;64,284.00;23,204.00
Jan 3, 2022 9:00 AM;Jan 3, 2022 10:00 AM;65,518.00;23,220.25
Jan 3, 2022 10:00 AM;Jan 3, 2022 11:00 AM;65,845.25;21,578.25
Jan 3, 2022 11:00 AM;Jan 3, 2022 12:00 PM;67,319.25;21,129.50
Jan 3, 2022 12:00 PM;Jan 3, 2022 1:00 PM;67,654.00;20,654.75
Jan 3, 2022 1:00 PM;Jan 3, 2022 2:00 PM;66,820.00;20,605.75
Jan 3, 2022 2:00 PM;Jan 3, 2022 3:00 PM;65,562.50;21,750.25
Jan 3, 2022 3:00 PM;Jan 3, 2022 4:00 PM;64,754.75;24,222.25
Jan 3, 2022 4:00 PM;Jan 3, 2022 5:00 PM;65,668.50;27,263.50
Jan 3, 2022 5:00 PM;Jan 3, 2022 6:00 PM;67,638.75;29,723.25
Jan 3, 2022 6:00 PM;Jan 3, 2022 7:00 PM;67,555.50;29,904.75
Jan 3, 2022 7:00 PM;Jan 3, 2022 8:00 PM;66,802.00;29,752.25
Jan 3, 2022 8:00 PM;Jan 3, 2022 9:00 PM;64,529.75;28,427.00
Jan 3, 2022 9:00 PM;Jan 3, 2022 10:00 PM;62,289.50;27,448.00
Jan 3, 2022 10:00 PM;Jan 3, 2022 11:00 PM;59,883.25;27,167.00
Jan 3, 2022 11:00 PM;Jan 4, 2022 12:00 AM;56,259.00;25,705.50
Jan 4, 2022 12:00 AM;Jan 4, 2022 1:00 AM;53,777.50;26,746.25
Jan 4, 2022 1:00 AM;Jan 4, 2022 2:00 AM;51,767.50;27,427.75
Jan 4, 2022 2:00 AM;Jan 4, 2022 3:00 AM;51,061.25;29,071.75
Jan 4, 2022 3:00 AM;Jan 4, 2022 4:00 AM;51,228.50;31,762.50
Jan 4, 2022 4:00 AM;Jan 4, 2022 5:00 AM;52,385.25;35,196.25
Jan 4, 2022 5:00 AM;Jan 4, 2022 6:00 AM;54,941.25;39,671.75
Jan 4, 2022 6:00 AM;Jan 4, 2022 7:00 AM;59,489.00;45,561.25
Jan 4, 2022 7:00 AM;Jan 4, 2022 8:00 AM;63,780.00;50,980.75
Jan 4, 2022 8:00 AM;Jan 4, 2022 9:00 AM;66,847.00;54,857.00
Jan 4, 2022 9:00 AM;Jan 4, 2022 10:00 AM;68,162.25;56,232.75
Jan 4, 2022 10:00 AM;Jan 4, 2022 11:00 AM;68,423.25;55,981.50
Jan 4, 2022 11:00 AM;Jan 4, 2022 12:00 PM;69,501.75;56,188.75
Jan 4, 2022 12:00 PM;Jan 4, 2022 1:00 PM;69,835.25;55,314.50
Jan 4, 2022 1:00 PM;Jan 4, 2022 2:00 PM;68,906.25;53,368.50
Jan 4, 2022 2:00 PM;Jan 4, 2022 3:00 PM;67,661.00;51,662.50
Jan 4, 2022 3:00 PM;Jan 4, 2022 4:00 PM;66,621.50;50,388.75
Jan 4, 2022 4:00 PM;Jan 4, 2022 5:00 PM;67,288.75;50,577.75
Jan 4, 2022 5:00 PM;Jan 4, 2022 6:00 PM;69,311.50;51,419.00
Jan 4, 2022 6:00 PM;Jan 4, 2022 7:00 PM;69,323.00;49,851.00
Jan 4, 2022 7:00 PM;Jan 4, 2022 8:00 PM;68,246.00;47,247.00
Jan 4, 2022 8:00 PM;Jan 4, 2022 9:00 PM;65,782.25;43,373.75
Jan 4, 2022 9:00 PM;Jan 4, 2022 10:00 PM;63,511.00;39,607.75
Jan 4, 2022 10:00 PM;Jan 4, 2022 11:00 PM;61,244.00;36,215.50
Jan 4, 2022 11:00 PM;Jan 5, 2022 12:00 AM;57,533.50;31,266.25
Jan 5, 2022 12:00 AM;Jan 5, 2022 1:00 AM;54,494.75;29,904.75
Jan 5, 2022 1:00 AM;Jan 5, 2022 2:00 AM;53,102.25;27,027.50
Jan 5, 2022 2:00 AM;Jan 5, 2022 3:00 AM;52,777.75;24,916.50
Jan 5, 2022 3:00 AM;Jan 5, 2022 4:00 AM;53,085.00;23,425.25
Jan 5, 2022 4:00 AM;Jan 5, 2022 5:00 AM;53,614.00;22,080.50
Jan 5, 2022 5:00 AM;Jan 5, 2022 6:00 AM;55,713.75;22,403.25
Jan 5, 2022 6:00 AM;Jan 5, 2022 7:00 AM;59,909.50;24,263.25
Jan 5, 2022 7:00 AM;Jan 5, 2022 8:00 AM;65,546.75;28,237.50
Jan 5, 2022 8:00 AM;Jan 5, 2022 9:00 AM;69,486.25;30,523.00
Jan 5, 2022 9:00 AM;Jan 5, 2022 10:00 AM;70,920.25;29,466.25
Jan 5, 2022 10:00 AM;Jan 5, 2022 11:00 AM;71,986.00;27,920.00
Jan 5, 2022 11:00 AM;Jan 5, 2022 12:00 PM;73,395.00;27,352.50
Jan 5, 2022 12:00 PM;Jan 5, 2022 1:00 PM;73,558.00;26,989.75
Jan 5, 2022 1:00 PM;Jan 5, 2022 2:00 PM;72,584.75;26,876.25
Jan 5, 2022 2:00 PM;Jan 5, 2022 3:00 PM;71,349.25;27,653.50
Jan 5, 2022 3:00 PM;Jan 5, 2022 4:00 PM;70,230.00;29,205.25
Jan 5, 2022 4:00 PM;Jan 5, 2022 5:00 PM;70,495.50;31,524.50
Jan 5, 2022 5:00 PM;Jan 5, 2022 6:00 PM;72,174.00;34,317.00
Jan 5, 2022 6:00 PM;Jan 5, 2022 7:00 PM;71,724.50;35,008.50
Jan 5, 2022 7:00 PM;Jan 5, 2022 8:00 PM;69,782.25;34,548.00
Jan 5, 2022 8:00 PM;Jan 5, 2022 9:00 PM;66,192.00;32,576.50
Jan 5, 2022 9:00 PM;Jan 5, 2022 10:00 PM;63,690.75;31,580.50
Jan 5, 2022 10:00 PM;Jan 5, 2022 11:00 PM;61,780.25;31,598.50
Jan 5, 2022 11:00 PM;Jan 6, 2022 12:00 AM;58,225.00;29,475.75
Jan 6, 2022 12:00 AM;Jan 6, 2022 1:00 AM;52,995.50;25,393.75
Jan 6, 2022 1:00 AM;Jan 6, 2022 2:00 AM;51,007.25;24,535.00
Jan 6, 2022 2:00 AM;Jan 6, 2022 3:00 AM;50,014.75;25,075.75
Jan 6, 2022 3:00 AM;Jan 6, 2022 4:00 AM;50,137.00;26,922.50
Jan 6, 2022 4:00 AM;Jan 6, 2022 5:00 AM;50,847.75;29,528.25
Jan 6, 2022 5:00 AM;Jan 6, 2022 6:00 AM;52,573.00;33,411.00
Jan 6, 2022 6:00 AM;Jan 6, 2022 7:00 AM;56,859.00;39,600.25
Jan 6, 2022 7:00 AM;Jan 6, 2022 8:00 AM;61,128.25;45,718.50
Jan 6, 2022 8:00 AM;Jan 6, 2022 9:00 AM;63,892.50;49,958.00
Jan 6, 2022 9:00 AM;Jan 6, 2022 10:00 AM;65,078.75;50,154.00
Jan 6, 2022 10:00 AM;Jan 6, 2022 11:00 AM;66,395.00;49,614.00
Jan 6, 2022 11:00 AM;Jan 6, 2022 12:00 PM;68,185.50;50,092.75
Jan 6, 2022 12:00 PM;Jan 6, 2022 1:00 PM;68,151.75;50,120.00
Jan 6, 2022 1:00 PM;Jan 6, 2022 2:00 PM;66,718.25;50,655.25
Jan 6, 2022 2:00 PM;Jan 6, 2022 3:00 PM;65,474.50;52,993.25
Jan 6, 2022 3:00 PM;Jan 6, 2022 4:00 PM;65,020.75;56,531.50
Jan 6, 2022 4:00 PM;Jan 6, 2022 5:00 PM;66,253.25;59,567.75
Jan 6, 2022 5:00 PM;Jan 6, 2022 6:00 PM;68,147.50;59,894.75
Jan 6, 2022 6:00 PM;Jan 6, 2022 7:00 PM;68,023.75;57,396.75
Jan 6, 2022 7:00 PM;Jan 6, 2022 8:00 PM;66,612.00;53,458.25
Jan 6, 2022 8:00 PM;Jan 6, 2022 9:00 PM;63,605.25;48,278.25
Jan 6, 2022 9:00 PM;Jan 6, 2022 10:00 PM;61,386.50;44,325.00
Jan 6, 2022 10:00 PM;Jan 6, 2022 11:00 PM;59,965.50;41,363.25
Jan 6, 2022 11:00 PM;Jan 7, 2022 12:00 AM;56,731.75;36,544.75
Jan 7, 2022 12:00 AM;Jan 7, 2022 1:00 AM;54,829.50;31,784.75
Jan 7, 2022 1:00 AM;Jan 7, 2022 2:00 AM;53,245.75;28,986.50
Jan 7, 2022 2:00 AM;Jan 7, 2022 3:00 AM;52,381.00;26,960.00
Jan 7, 2022 3:00 AM;Jan 7, 2022 4:00 AM;52,025.50;25,556.75
Jan 7, 2022 4:00 AM;Jan 7, 2022 5:00 AM;52,963.00;25,360.25
Jan 7, 2022 5:00 AM;Jan 7, 2022 6:00 AM;55,411.75;26,654.75
Jan 7, 2022 6:00 AM;Jan 7, 2022 7:00 AM;59,845.00;29,609.00
Jan 7, 2022 7:00 AM;Jan 7, 2022 8:00 AM;64,099.50;32,943.50
Jan 7, 2022 8:00 AM;Jan 7, 2022 9:00 AM;67,153.75;35,058.00
Jan 7, 2022 9:00 AM;Jan 7, 2022 10:00 AM;68,725.00;35,096.75
Jan 7, 2022 10:00 AM;Jan 7, 2022 11:00 AM;69,782.50;34,820.50
Jan 7, 2022 11:00 AM;Jan 7, 2022 12:00 PM;71,396.00;36,266.50
Jan 7, 2022 12:00 PM;Jan 7, 2022 1:00 PM;71,445.75;36,974.75
Jan 7, 2022 1:00 PM;Jan 7, 2022 2:00 PM;70,304.50;37,357.75
Jan 7, 2022 2:00 PM;Jan 7, 2022 3:00 PM;69,191.75;38,369.50
Jan 7, 2022 3:00 PM;Jan 7, 2022 4:00 PM;68,554.00;40,037.50
Jan 7, 2022 4:00 PM;Jan 7, 2022 5:00 PM;69,166.50;42,184.00
Jan 7, 2022 5:00 PM;Jan 7, 2022 6:00 PM;70,881.50;44,404.25
Jan 7, 2022 6:00 PM;Jan 7, 2022 7:00 PM;70,440.25;44,462.75
Jan 7, 2022 7:00 PM;Jan 7, 2022 8:00 PM;68,624.25;43,357.75
Jan 7, 2022 8:00 PM;Jan 7, 2022 9:00 PM;65,823.75;41,502.50
Jan 7, 2022 9:00 PM;Jan 7, 2022 10:00 PM;63,133.75;39,921.25
Jan 7, 2022 10:00 PM;Jan 7, 2022 11:00 PM;61,312.25;39,533.25
Jan 7, 2022 11:00 PM;Jan 8, 2022 12:00 AM;58,099.25;37,635.50
Jan 8, 2022 12:00 AM;Jan 8, 2022 1:00 AM;51,505.75;35,643.75
Jan 8, 2022 1:00 AM;Jan 8, 2022 2:00 AM;49,488.00;34,337.00
Jan 8, 2022 2:00 AM;Jan 8, 2022 3:00 AM;48,430.00;33,565.50
Jan 8, 2022 3:00 AM;Jan 8, 2022 4:00 AM;48,114.50;33,213.50
Jan 8, 2022 4:00 AM;Jan 8, 2022 5:00 AM;48,265.25;33,319.75
Jan 8, 2022 5:00 AM;Jan 8, 2022 6:00 AM;48,467.25;33,555.00
Jan 8, 2022 6:00 AM;Jan 8, 2022 7:00 AM;49,229.00;34,085.50
Jan 8, 2022 7:00 AM;Jan 8, 2022 8:00 AM;52,271.50;36,688.75
Jan 8, 2022 8:00 AM;Jan 8, 2022 9:00 AM;55,813.00;39,444.75
Jan 8, 2022 9:00 AM;Jan 8, 2022 10:00 AM;58,811.00;40,648.25
Jan 8, 2022 10:00 AM;Jan 8, 2022 11:00 AM;60,852.75;40,259.75
Jan 8, 2022 11:00 AM;Jan 8, 2022 12:00 PM;62,056.50;38,841.00
Jan 8, 2022 12:00 PM;Jan 8, 2022 1:00 PM;61,655.75;36,379.75
Jan 8, 2022 1:00 PM;Jan 8, 2022 2:00 PM;60,229.50;34,019.00
Jan 8, 2022 2:00 PM;Jan 8, 2022 3:00 PM;59,288.75;33,076.00
Jan 8, 2022 3:00 PM;Jan 8, 2022 4:00 PM;58,893.50;33,274.25
Jan 8, 2022 4:00 PM;Jan 8, 2022 5:00 PM;60,092.25;33,802.00
Jan 8, 2022 5:00 PM;Jan 8, 2022 6:00 PM;62,172.75;33,595.00
Jan 8, 2022 6:00 PM;Jan 8, 2022 7:00 PM;62,553.00;31,729.75
Jan 8, 2022 7:00 PM;Jan 8, 2022 8:00 PM;60,965.00;28,205.50
Jan 8, 2022 8:00 PM;Jan 8, 2022 9:00 PM;58,068.75;23,851.25
Jan 8, 2022 9:00 PM;Jan 8, 2022 10:00 PM;56,255.25;21,135.75
Jan 8, 2022 10:00 PM;Jan 8, 2022 11:00 PM;55,798.25;20,517.75
Jan 8, 2022 11:00 PM;Jan 9, 2022 12:00 AM;53,591.25;18,367.25
Jan 9, 2022 12:00 AM;Jan 9, 2022 1:00 AM;50,373.50;15,363.00
Jan 9, 2022 1:00 AM;Jan 9, 2022 2:00 AM;47,994.00;14,031.00
Jan 9, 2022 2:00 AM;Jan 9, 2022 3:00 AM;46,905.50;13,821.75
Jan 9, 2022 3:00 AM;Jan 9, 2022 4:00 AM;46,501.25;13,967.75
Jan 9, 2022 4:00 AM;Jan 9, 2022 5:00 AM;46,622.25;14,973.75
Jan 9, 2022 5:00 AM;Jan 9, 2022 6:00 AM;46,662.25;16,086.50
Jan 9, 2022 6:00 AM;Jan 9, 2022 7:00 AM;46,147.50;15,829.50
Jan 9, 2022 7:00 AM;Jan 9, 2022 8:00 AM;47,491.75;17,469.25
Jan 9, 2022 8:00 AM;Jan 9, 2022 9:00 AM;50,380.75;20,801.25
Jan 9, 2022 9:00 AM;Jan 9, 2022 10:00 AM;53,564.50;24,091.75
Jan 9, 2022 10:00 AM;Jan 9, 2022 11:00 AM;55,671.50;26,539.25
Jan 9, 2022 11:00 AM;Jan 9, 2022 12:00 PM;57,944.75;29,696.25
Jan 9, 2022 12:00 PM;Jan 9, 2022 1:00 PM;58,051.75;31,117.50
Jan 9, 2022 1:00 PM;Jan 9, 2022 2:00 PM;56,692.50;31,763.00
Jan 9, 2022 2:00 PM;Jan 9, 2022 3:00 PM;55,459.00;33,125.50
Jan 9, 2022 3:00 PM;Jan 9, 2022 4:00 PM;55,353.75;35,997.25
Jan 9, 2022 4:00 PM;Jan 9, 2022 5:00 PM;56,480.75;39,498.25
Jan 9, 2022 5:00 PM;Jan 9, 2022 6:00 PM;60,282.00;44,482.75
Jan 9, 2022 6:00 PM;Jan 9, 2022 7:00 PM;61,702.50;46,869.00
Jan 9, 2022 7:00 PM;Jan 9, 2022 8:00 PM;60,525.75;46,874.00
Jan 9, 2022 8:00 PM;Jan 9, 2022 9:00 PM;58,940.25;46,746.75
Jan 9, 2022 9:00 PM;Jan 9, 2022 10:00 PM;57,515.00;46,736.00
Jan 9, 2022 10:00 PM;Jan 9, 2022 11:00 PM;56,986.00;47,543.25
Jan 9, 2022 11:00 PM;Jan 10, 2022 12:00 AM;54,262.25;46,043.25
Jan 10, 2022 12:00 AM;Jan 10, 2022 1:00 AM;51,736.00;43,535.25
Jan 10, 2022 1:00 AM;Jan 10, 2022 2:00 AM;49,865.50;42,694.50
Jan 10, 2022 2:00 AM;Jan 10, 2022 3:00 AM;49,268.25;42,958.00
Jan 10, 2022 3:00 AM;Jan 10, 2022 4:00 AM;49,225.00;43,690.00
Jan 10, 2022 4:00 AM;Jan 10, 2022 5:00 AM;50,791.00;45,913.25
Jan 10, 2022 5:00 AM;Jan 10, 2022 6:00 AM;53,369.25;49,026.25
Jan 10, 2022 6:00 AM;Jan 10, 2022 7:00 AM;60,255.75;56,283.00
Jan 10, 2022 7:00 AM;Jan 10, 2022 8:00 AM;65,544.00;61,865.50
Jan 10, 2022 8:00 AM;Jan 10, 2022 9:00 AM;68,523.00;64,931.75
Jan 10, 2022 9:00 AM;Jan 10, 2022 10:00 AM;69,863.50;65,204.00
Jan 10, 2022 10:00 AM;Jan 10, 2022 11:00 AM;70,890.00;64,801.50
Jan 10, 2022 11:00 AM;Jan 10, 2022 12:00 PM;72,355.25;65,218.00
Jan 10, 2022 12:00 PM;Jan 10, 2022 1:00 PM;72,883.50;65,411.75
Jan 10, 2022 1:00 PM;Jan 10, 2022 2:00 PM;72,092.75;65,190.50
Jan 10, 2022 2:00 PM;Jan 10, 2022 3:00 PM;70,823.25;65,271.75
Jan 10, 2022 3:00 PM;Jan 10, 2022 4:00 PM;69,786.25;66,006.75
Jan 10, 2022 4:00 PM;Jan 10, 2022 5:00 PM;69,840.00;67,200.75
Jan 10, 2022 5:00 PM;Jan 10, 2022 6:00 PM;71,508.75;68,654.25
Jan 10, 2022 6:00 PM;Jan 10, 2022 7:00 PM;71,320.50;68,106.75
Jan 10, 2022 7:00 PM;Jan 10, 2022 8:00 PM;69,711.25;66,121.50
Jan 10, 2022 8:00 PM;Jan 10, 2022 9:00 PM;66,404.50;62,470.75
Jan 10, 2022 9:00 PM;Jan 10, 2022 10:00 PM;64,163.50;59,908.50
Jan 10, 2022 10:00 PM;Jan 10, 2022 11:00 PM;62,257.75;57,653.25
Jan 10, 2022 11:00 PM;Jan 11, 2022 12:00 AM;58,846.00;53,906.75
Jan 11, 2022 12:00 AM;Jan 11, 2022 1:00 AM;53,122.25;49,184.00
Jan 11, 2022 1:00 AM;Jan 11, 2022 2:00 AM;51,328.75;47,013.25
Jan 11, 2022 2:00 AM;Jan 11, 2022 3:00 AM;50,734.50;46,264.75
Jan 11, 2022 3:00 AM;Jan 11, 2022 4:00 AM;50,816.00;46,227.00
Jan 11, 2022 4:00 AM;Jan 11, 2022 5:00 AM;51,924.00;47,160.50
Jan 11, 2022 5:00 AM;Jan 11, 2022 6:00 AM;54,830.50;49,724.25
Jan 11, 2022 6:00 AM;Jan 11, 2022 7:00 AM;60,773.75;55,126.50
Jan 11, 2022 7:00 AM;Jan 11, 2022 8:00 AM;66,475.50;60,159.00
Jan 11, 2022 8:00 AM;Jan 11, 2022 9:00 AM;69,823.25;62,577.50
Jan 11, 2022 9:00 AM;Jan 11, 2022 10:00 AM;70,960.25;61,300.00
Jan 11, 2022 10:00 AM;Jan 11, 2022 11:00 AM;71,738.25;59,346.50
Jan 11, 2022 11:00 AM;Jan 11, 2022 12:00 PM;72,917.25;58,625.50
Jan 11, 2022 12:00 PM;Jan 11, 2022 1:00 PM;73,171.25;58,239.50
Jan 11, 2022 1:00 PM;Jan 11, 2022 2:00 PM;72,706.25;58,512.00
Jan 11, 2022 2:00 PM;Jan 11, 2022 3:00 PM;71,645.50;59,418.75
Jan 11, 2022 3:00 PM;Jan 11, 2022 4:00 PM;70,480.25;61,101.25
Jan 11, 2022 4:00 PM;Jan 11, 2022 5:00 PM;70,306.25;62,843.00
Jan 11, 2022 5:00 PM;Jan 11, 2022 6:00 PM;71,931.75;64,476.75
Jan 11, 2022 6:00 PM;Jan 11, 2022 7:00 PM;71,931.75;64,440.25
Jan 11, 2022 7:00 PM;Jan 11, 2022 8:00 PM;70,272.75;62,862.25
Jan 11, 2022 8:00 PM;Jan 11, 2022 9:00 PM;67,098.75;59,875.25
Jan 11, 2022 9:00 PM;Jan 11, 2022 10:00 PM;64,763.50;58,016.75
Jan 11, 2022 10:00 PM;Jan 11, 2022 11:00 PM;62,862.50;56,753.25
Jan 11, 2022 11:00 PM;Jan 12, 2022 12:00 AM;59,637.50;54,042.75
Jan 12, 2022 12:00 AM;Jan 12, 2022 1:00 AM;55,348.50;49,077.00
Jan 12, 2022 1:00 AM;Jan 12, 2022 2:00 AM;53,352.00;47,161.25
Jan 12, 2022 2:00 AM;Jan 12, 2022 3:00 AM;52,348.25;46,333.50
Jan 12, 2022 3:00 AM;Jan 12, 2022 4:00 AM;52,373.25;46,653.50
Jan 12, 2022 4:00 AM;Jan 12, 2022 5:00 AM;53,533.75;48,258.75
Jan 12, 2022 5:00 AM;Jan 12, 2022 6:00 AM;56,433.75;51,552.75
Jan 12, 2022 6:00 AM;Jan 12, 2022 7:00 AM;62,316.50;57,603.25
Jan 12, 2022 7:00 AM;Jan 12, 2022 8:00 AM;66,898.25;62,225.25
Jan 12, 2022 8:00 AM;Jan 12, 2022 9:00 AM;69,136.00;64,061.00
Jan 12, 2022 9:00 AM;Jan 12, 2022 10:00 AM;69,802.00;62,698.25
Jan 12, 2022 10:00 AM;Jan 12, 2022 11:00 AM;70,782.25;61,081.75
Jan 12, 2022 11:00 AM;Jan 12, 2022 12:00 PM;71,510.75;59,877.25
Jan 12, 2022 12:00 PM;Jan 12, 2022 1:00 PM;71,853.50;59,021.50
Jan 12, 2022 1:00 PM;Jan 12, 2022 2:00 PM;71,064.50;58,031.00
Jan 12, 2022 2:00 PM;Jan 12, 2022 3:00 PM;69,972.75;57,733.50
Jan 12, 2022 3:00 PM;Jan 12, 2022 4:00 PM;69,085.50;58,126.25
Jan 12, 2022 4:00 PM;Jan 12, 2022 5:00 PM;68,714.25;58,130.00
Jan 12, 2022 5:00 PM;Jan 12, 2022 6:00 PM;70,756.75;58,846.00
Jan 12, 2022 6:00 PM;Jan 12, 2022 7:00 PM;70,627.00;57,492.75
Jan 12, 2022 7:00 PM;Jan 12, 2022 8:00 PM;69,318.00;55,178.75
Jan 12, 2022 8:00 PM;Jan 12, 2022 9:00 PM;65,985.75;50,832.50
Jan 12, 2022 9:00 PM;Jan 12, 2022 10:00 PM;63,419.50;47,190.25
Jan 12, 2022 10:00 PM;Jan 12, 2022 11:00 PM;61,192.75;44,247.25
Jan 12, 2022 11:00 PM;Jan 13, 2022 12:00 AM;57,755.25;40,078.75
Jan 13, 2022 12:00 AM;Jan 13, 2022 1:00 AM;55,063.00;36,903.75
Jan 13, 2022 1:00 AM;Jan 13, 2022 2:00 AM;53,573.00;34,741.75
Jan 13, 2022 2:00 AM;Jan 13, 2022 3:00 AM;52,832.00;33,278.00
Jan 13, 2022 3:00 AM;Jan 13, 2022 4:00 AM;52,911.25;32,562.25
Jan 13, 2022 4:00 AM;Jan 13, 2022 5:00 AM;53,980.00;32,836.25
Jan 13, 2022 5:00 AM;Jan 13, 2022 6:00 AM;56,198.00;34,461.25
Jan 13, 2022 6:00 AM;Jan 13, 2022 7:00 AM;61,734.50;39,360.50
Jan 13, 2022 7:00 AM;Jan 13, 2022 8:00 AM;67,199.25;44,676.75
Jan 13, 2022 8:00 AM;Jan 13, 2022 9:00 AM;69,886.50;46,996.25
Jan 13, 2022 9:00 AM;Jan 13, 2022 10:00 AM;70,594.00;45,500.00
Jan 13, 2022 10:00 AM;Jan 13, 2022 11:00 AM;71,330.00;43,120.25
Jan 13, 2022 11:00 AM;Jan 13, 2022 12:00 PM;72,219.75;41,539.75
Jan 13, 2022 12:00 PM;Jan 13, 2022 1:00 PM;72,196.25;40,328.50
Jan 13, 2022 1:00 PM;Jan 13, 2022 2:00 PM;71,114.00;39,761.50
Jan 13, 2022 2:00 PM;Jan 13, 2022 3:00 PM;69,873.75;40,875.25
