Start date;End date;grid load [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Mar 30, 2022 5:00 AM;Mar 30, 2022 6:00 AM;51,151.25;47,471.25
Mar 30, 2022 6:00 AM;Mar 30, 2022 7:00 AM;57,539.00;53,793.00
Mar 30, 2022 7:00 AM;Mar 30, 2022 8:00 AM;61,720.50;57,377.75
Mar 30, 2022 8:00 AM;Mar 30, 2022 9:00 AM;64,493.25;58,115.50
Mar 30, 2022 9:00 AM;Mar 30, 2022 10:00 AM;65,546.00;56,162.75
Mar 30, 2022 10:00 AM;Mar 30, 2022 11:00 AM;67,109.00;54,898.00
Mar 30, 2022 11:00 AM;Mar 30, 2022 12:00 PM;69,063.00;54,739.00
Mar 30, 2022 12:00 PM;Mar 30, 2022 1:00 PM;69,711.50;54,284.75
Mar 30, 2022 1:00 PM;Mar 30, 2022 2:00 PM;69,366.75;53,905.25
Mar 30, 2022 2:00 PM;Mar 30, 2022 3:00 PM;68,215.75;53,542.25
Mar 30, 2022 3:00 PM;Mar 30, 2022 4:00 PM;66,540.50;53,242.25
Mar 30, 2022 4:00 PM;Mar 30, 2022 5:00 PM;64,506.25;52,879.75
Mar 30, 2022 5:00 PM;Mar 30, 2022 6:00 PM;63,107.75;53,313.75
Mar 30, 2022 6:00 PM;Mar 30, 2022 7:00 PM;62,965.50;54,964.75
Mar 30, 2022 7:00 PM;Mar 30, 2022 8:00 PM;63,820.25;56,546.75
Mar 30, 2022 8:00 PM;Mar 30, 2022 9:00 PM;62,067.25;54,354.00
Mar 30, 2022 9:00 PM;Mar 30, 2022 10:00 PM;58,738.25;50,582.00
Mar 30, 2022 10:00 PM;Mar 30, 2022 11:00 PM;55,942.25;47,494.50
Mar 30, 2022 11:00 PM;Mar 31, 2022 12:00 AM;52,138.50;43,353.50
Mar 31, 2022 12:00 AM;Mar 31, 2022 1:00 AM;49,139.50;38,950.50
Mar 31, 2022 1:00 AM;Mar 31, 2022 2:00 AM;47,491.25;37,095.25
Mar 31, 2022 2:00 AM;Mar 31, 2022 3:00 AM;46,839.75;35,739.75
Mar 31, 2022 3:00 AM;Mar 31, 2022 4:00 AM;47,126.75;35,123.75
Mar 31, 2022 4:00 AM;Mar 31, 2022 5:00 AM;48,468.75;35,183.00
Mar 31, 2022 5:00 AM;Mar 31, 2022 6:00 AM;51,566.50;36,698.50
Mar 31, 2022 6:00 AM;Mar 31, 2022 7:00 AM;57,895.25;41,276.00
Mar 31, 2022 7:00 AM;Mar 31, 2022 8:00 AM;62,022.25;43,668.00
Mar 31, 2022 8:00 AM;Mar 31, 2022 9:00 AM;64,593.50;43,725.75
Mar 31, 2022 9:00 AM;Mar 31, 2022 10:00 AM;65,785.75;41,416.75
Mar 31, 2022 10:00 AM;Mar 31, 2022 11:00 AM;67,338.75;39,391.25
Mar 31, 2022 11:00 AM;Mar 31, 2022 12:00 PM;68,414.50;37,341.75
Mar 31, 2022 12:00 PM;Mar 31, 2022 1:00 PM;68,508.25;35,021.50
Mar 31, 2022 1:00 PM;Mar 31, 2022 2:00 PM;67,348.25;32,576.25
Mar 31, 2022 2:00 PM;Mar 31, 2022 3:00 PM;65,837.75;30,458.25
Mar 31, 2022 3:00 PM;Mar 31, 2022 4:00 PM;64,764.75;29,779.00
Mar 31, 2022 4:00 PM;Mar 31, 2022 5:00 PM;63,314.50;29,476.50
Mar 31, 2022 5:00 PM;Mar 31, 2022 6:00 PM;62,785.50;30,671.50
Mar 31, 2022 6:00 PM;Mar 31, 2022 7:00 PM;62,832.25;32,622.25
Mar 31, 2022 7:00 PM;Mar 31, 2022 8:00 PM;63,222.00;33,840.50
Mar 31, 2022 8:00 PM;Mar 31, 2022 9:00 PM;61,426.00;31,617.75
Mar 31, 2022 9:00 PM;Mar 31, 2022 10:00 PM;58,054.50;27,734.50
Mar 31, 2022 10:00 PM;Mar 31, 2022 11:00 PM;55,398.75;25,413.00
Mar 31, 2022 11:00 PM;Apr 1, 2022 12:00 AM;51,616.25;21,906.75
Apr 1, 2022 12:00 AM;Apr 1, 2022 1:00 AM;50,602.75;22,074.75
Apr 1, 2022 1:00 AM;Apr 1, 2022 2:00 AM;49,155.75;21,469.50
Apr 1, 2022 2:00 AM;Apr 1, 2022 3:00 AM;48,678.25;21,618.00
Apr 1, 2022 3:00 AM;Apr 1, 2022 4:00 AM;49,725.75;22,782.75
Apr 1, 2022 4:00 AM;Apr 1, 2022 5:00 AM;51,316.00;24,101.50
Apr 1, 2022 5:00 AM;Apr 1, 2022 6:00 AM;54,178.25;26,640.50
Apr 1, 2022 6:00 AM;Apr 1, 2022 7:00 AM;59,249.50;31,125.25
Apr 1, 2022 7:00 AM;Apr 1, 2022 8:00 AM;62,406.25;33,943.00
Apr 1, 2022 8:00 AM;Apr 1, 2022 9:00 AM;64,499.50;35,266.00
Apr 1, 2022 9:00 AM;Apr 1, 2022 10:00 AM;65,670.00;34,281.25
Apr 1, 2022 10:00 AM;Apr 1, 2022 11:00 AM;67,224.50;32,735.00
Apr 1, 2022 11:00 AM;Apr 1, 2022 12:00 PM;68,166.25;31,097.75
Apr 1, 2022 12:00 PM;Apr 1, 2022 1:00 PM;67,821.00;29,427.25
Apr 1, 2022 1:00 PM;Apr 1, 2022 2:00 PM;66,411.00;27,768.00
Apr 1, 2022 2:00 PM;Apr 1, 2022 3:00 PM;64,712.25;26,178.50
Apr 1, 2022 3:00 PM;Apr 1, 2022 4:00 PM;63,666.75;25,958.00
Apr 1, 2022 4:00 PM;Apr 1, 2022 5:00 PM;62,655.75;26,493.50
Apr 1, 2022 5:00 PM;Apr 1, 2022 6:00 PM;62,023.25;27,914.00
Apr 1, 2022 6:00 PM;Apr 1, 2022 7:00 PM;61,726.00;30,253.50
Apr 1, 2022 7:00 PM;Apr 1, 2022 8:00 PM;61,803.00;32,505.50
Apr 1, 2022 8:00 PM;Apr 1, 2022 9:00 PM;60,745.75;32,358.00
Apr 1, 2022 9:00 PM;Apr 1, 2022 10:00 PM;57,822.00;30,389.75
Apr 1, 2022 10:00 PM;Apr 1, 2022 11:00 PM;55,217.75;29,380.75
Apr 1, 2022 11:00 PM;Apr 2, 2022 12:00 AM;52,175.00;27,862.00
Apr 2, 2022 12:00 AM;Apr 2, 2022 1:00 AM;48,116.75;23,671.50
Apr 2, 2022 1:00 AM;Apr 2, 2022 2:00 AM;46,094.75;23,178.25
Apr 2, 2022 2:00 AM;Apr 2, 2022 3:00 AM;45,136.25;23,322.75
Apr 2, 2022 3:00 AM;Apr 2, 2022 4:00 AM;45,190.00;23,963.25
Apr 2, 2022 4:00 AM;Apr 2, 2022 5:00 AM;45,645.25;24,638.50
Apr 2, 2022 5:00 AM;Apr 2, 2022 6:00 AM;46,558.50;25,609.75
Apr 2, 2022 6:00 AM;Apr 2, 2022 7:00 AM;48,105.75;27,066.75
Apr 2, 2022 7:00 AM;Apr 2, 2022 8:00 AM;50,680.25;29,566.25
Apr 2, 2022 8:00 AM;Apr 2, 2022 9:00 AM;54,277.25;32,108.25
Apr 2, 2022 9:00 AM;Apr 2, 2022 10:00 AM;57,660.75;32,244.00
Apr 2, 2022 10:00 AM;Apr 2, 2022 11:00 AM;59,802.50;30,448.50
Apr 2, 2022 11:00 AM;Apr 2, 2022 12:00 PM;60,780.50;29,173.00
Apr 2, 2022 12:00 PM;Apr 2, 2022 1:00 PM;59,657.00;27,368.75
Apr 2, 2022 1:00 PM;Apr 2, 2022 2:00 PM;57,872.75;25,941.50
Apr 2, 2022 2:00 PM;Apr 2, 2022 3:00 PM;55,745.25;24,800.50
Apr 2, 2022 3:00 PM;Apr 2, 2022 4:00 PM;54,477.00;25,382.25
Apr 2, 2022 4:00 PM;Apr 2, 2022 5:00 PM;53,934.50;27,481.25
Apr 2, 2022 5:00 PM;Apr 2, 2022 6:00 PM;53,949.50;31,158.75
Apr 2, 2022 6:00 PM;Apr 2, 2022 7:00 PM;53,949.25;35,813.00
Apr 2, 2022 7:00 PM;Apr 2, 2022 8:00 PM;54,595.50;40,217.00
Apr 2, 2022 8:00 PM;Apr 2, 2022 9:00 PM;53,199.00;40,395.25
Apr 2, 2022 9:00 PM;Apr 2, 2022 10:00 PM;51,045.25;39,211.75
Apr 2, 2022 10:00 PM;Apr 2, 2022 11:00 PM;49,709.50;39,077.50
Apr 2, 2022 11:00 PM;Apr 3, 2022 12:00 AM;46,704.75;37,258.25
Apr 3, 2022 12:00 AM;Apr 3, 2022 1:00 AM;45,159.75;36,604.50
Apr 3, 2022 1:00 AM;Apr 3, 2022 2:00 AM;43,316.25;35,518.00
Apr 3, 2022 2:00 AM;Apr 3, 2022 3:00 AM;42,414.00;35,166.50
Apr 3, 2022 3:00 AM;Apr 3, 2022 4:00 AM;42,110.25;34,964.25
Apr 3, 2022 4:00 AM;Apr 3, 2022 5:00 AM;42,123.00;34,768.50
Apr 3, 2022 5:00 AM;Apr 3, 2022 6:00 AM;42,195.00;34,556.50
Apr 3, 2022 6:00 AM;Apr 3, 2022 7:00 AM;42,022.00;34,008.25
Apr 3, 2022 7:00 AM;Apr 3, 2022 8:00 AM;42,619.00;33,231.75
Apr 3, 2022 8:00 AM;Apr 3, 2022 9:00 AM;45,233.75;32,405.50
Apr 3, 2022 9:00 AM;Apr 3, 2022 10:00 AM;49,040.75;31,857.50
Apr 3, 2022 10:00 AM;Apr 3, 2022 11:00 AM;52,134.00;30,796.25
Apr 3, 2022 11:00 AM;Apr 3, 2022 12:00 PM;55,259.75;30,428.75
Apr 3, 2022 12:00 PM;Apr 3, 2022 1:00 PM;55,954.00;29,028.25
Apr 3, 2022 1:00 PM;Apr 3, 2022 2:00 PM;54,552.50;26,176.75
Apr 3, 2022 2:00 PM;Apr 3, 2022 3:00 PM;52,615.50;23,409.75
Apr 3, 2022 3:00 PM;Apr 3, 2022 4:00 PM;51,269.75;22,603.25
Apr 3, 2022 4:00 PM;Apr 3, 2022 5:00 PM;50,579.50;24,092.50
Apr 3, 2022 5:00 PM;Apr 3, 2022 6:00 PM;51,071.75;28,030.75
Apr 3, 2022 6:00 PM;Apr 3, 2022 7:00 PM;52,100.75;33,416.50
Apr 3, 2022 7:00 PM;Apr 3, 2022 8:00 PM;52,851.50;37,016.75
Apr 3, 2022 8:00 PM;Apr 3, 2022 9:00 PM;52,953.00;36,941.50
Apr 3, 2022 9:00 PM;Apr 3, 2022 10:00 PM;51,777.50;34,251.00
Apr 3, 2022 10:00 PM;Apr 3, 2022 11:00 PM;51,362.25;32,184.75
Apr 3, 2022 11:00 PM;Apr 4, 2022 12:00 AM;48,691.50;27,837.75
Apr 4, 2022 12:00 AM;Apr 4, 2022 1:00 AM;47,880.00;24,719.50
Apr 4, 2022 1:00 AM;Apr 4, 2022 2:00 AM;46,686.00;22,876.00
Apr 4, 2022 2:00 AM;Apr 4, 2022 3:00 AM;46,232.75;21,159.00
Apr 4, 2022 3:00 AM;Apr 4, 2022 4:00 AM;46,949.50;20,516.50
Apr 4, 2022 4:00 AM;Apr 4, 2022 5:00 AM;48,739.50;20,831.00
Apr 4, 2022 5:00 AM;Apr 4, 2022 6:00 AM;52,236.75;22,660.75
Apr 4, 2022 6:00 AM;Apr 4, 2022 7:00 AM;59,369.75;27,528.75
Apr 4, 2022 7:00 AM;Apr 4, 2022 8:00 AM;64,033.50;29,281.00
Apr 4, 2022 8:00 AM;Apr 4, 2022 9:00 AM;66,880.50;27,153.50
Apr 4, 2022 9:00 AM;Apr 4, 2022 10:00 AM;68,314.50;22,126.50
Apr 4, 2022 10:00 AM;Apr 4, 2022 11:00 AM;70,116.25;17,443.50
Apr 4, 2022 11:00 AM;Apr 4, 2022 12:00 PM;71,717.25;14,292.25
Apr 4, 2022 12:00 PM;Apr 4, 2022 1:00 PM;71,824.50;11,874.00
Apr 4, 2022 1:00 PM;Apr 4, 2022 2:00 PM;71,462.25;10,955.25
Apr 4, 2022 2:00 PM;Apr 4, 2022 3:00 PM;70,445.00;10,966.00
Apr 4, 2022 3:00 PM;Apr 4, 2022 4:00 PM;69,225.50;11,858.50
Apr 4, 2022 4:00 PM;Apr 4, 2022 5:00 PM;67,723.00;13,677.50
Apr 4, 2022 5:00 PM;Apr 4, 2022 6:00 PM;67,309.75;17,141.00
Apr 4, 2022 6:00 PM;Apr 4, 2022 7:00 PM;67,300.75;20,464.25
Apr 4, 2022 7:00 PM;Apr 4, 2022 8:00 PM;66,890.00;21,916.25
Apr 4, 2022 8:00 PM;Apr 4, 2022 9:00 PM;65,205.50;21,245.25
Apr 4, 2022 9:00 PM;Apr 4, 2022 10:00 PM;61,943.00;18,953.75
Apr 4, 2022 10:00 PM;Apr 4, 2022 11:00 PM;59,005.75;17,799.50
Apr 4, 2022 11:00 PM;Apr 5, 2022 12:00 AM;55,033.75;15,051.25
Apr 5, 2022 12:00 AM;Apr 5, 2022 1:00 AM;52,766.75;12,896.00
Apr 5, 2022 1:00 AM;Apr 5, 2022 2:00 AM;51,203.25;12,641.75
Apr 5, 2022 2:00 AM;Apr 5, 2022 3:00 AM;50,280.75;13,050.75
Apr 5, 2022 3:00 AM;Apr 5, 2022 4:00 AM;51,529.50;15,882.25
Apr 5, 2022 4:00 AM;Apr 5, 2022 5:00 AM;52,971.25;18,885.25
Apr 5, 2022 5:00 AM;Apr 5, 2022 6:00 AM;56,445.50;24,410.50
Apr 5, 2022 6:00 AM;Apr 5, 2022 7:00 AM;63,057.00;32,974.00
Apr 5, 2022 7:00 AM;Apr 5, 2022 8:00 AM;64,769.50;36,876.00
Apr 5, 2022 8:00 AM;Apr 5, 2022 9:00 AM;66,364.75;39,432.50
Apr 5, 2022 9:00 AM;Apr 5, 2022 10:00 AM;67,584.50;39,861.25
Apr 5, 2022 10:00 AM;Apr 5, 2022 11:00 AM;69,156.25;39,894.75
Apr 5, 2022 11:00 AM;Apr 5, 2022 12:00 PM;71,013.50;40,825.25
Apr 5, 2022 12:00 PM;Apr 5, 2022 1:00 PM;71,391.25;40,744.00
Apr 5, 2022 1:00 PM;Apr 5, 2022 2:00 PM;71,106.25;40,475.00
Apr 5, 2022 2:00 PM;Apr 5, 2022 3:00 PM;69,902.50;40,053.00
Apr 5, 2022 3:00 PM;Apr 5, 2022 4:00 PM;68,508.75;40,370.00
Apr 5, 2022 4:00 PM;Apr 5, 2022 5:00 PM;66,812.25;41,238.25
Apr 5, 2022 5:00 PM;Apr 5, 2022 6:00 PM;66,040.25;43,714.00
Apr 5, 2022 6:00 PM;Apr 5, 2022 7:00 PM;65,859.50;46,693.00
Apr 5, 2022 7:00 PM;Apr 5, 2022 8:00 PM;65,581.50;48,546.75
Apr 5, 2022 8:00 PM;Apr 5, 2022 9:00 PM;63,686.50;47,200.50
Apr 5, 2022 9:00 PM;Apr 5, 2022 10:00 PM;60,325.75;43,350.00
Apr 5, 2022 10:00 PM;Apr 5, 2022 11:00 PM;57,531.75;39,525.50
Apr 5, 2022 11:00 PM;Apr 6, 2022 12:00 AM;53,636.75;33,970.00
Apr 6, 2022 12:00 AM;Apr 6, 2022 1:00 AM;55,972.75;31,987.25
Apr 6, 2022 1:00 AM;Apr 6, 2022 2:00 AM;53,864.50;28,385.50
Apr 6, 2022 2:00 AM;Apr 6, 2022 3:00 AM;52,712.25;25,983.50
Apr 6, 2022 3:00 AM;Apr 6, 2022 4:00 AM;53,189.50;25,152.00
Apr 6, 2022 4:00 AM;Apr 6, 2022 5:00 AM;54,624.00;25,243.50
Apr 6, 2022 5:00 AM;Apr 6, 2022 6:00 AM;57,937.75;27,216.50
Apr 6, 2022 6:00 AM;Apr 6, 2022 7:00 AM;63,892.50;31,531.75
Apr 6, 2022 7:00 AM;Apr 6, 2022 8:00 AM;68,921.75;34,764.75
Apr 6, 2022 8:00 AM;Apr 6, 2022 9:00 AM;71,923.00;34,445.75
Apr 6, 2022 9:00 AM;Apr 6, 2022 10:00 AM;73,163.75;30,412.25
Apr 6, 2022 10:00 AM;Apr 6, 2022 11:00 AM;74,643.25;26,238.00
Apr 6, 2022 11:00 AM;Apr 6, 2022 12:00 PM;75,449.50;23,093.25
Apr 6, 2022 12:00 PM;Apr 6, 2022 1:00 PM;74,780.50;20,365.00
Apr 6, 2022 1:00 PM;Apr 6, 2022 2:00 PM;73,579.75;18,733.75
Apr 6, 2022 2:00 PM;Apr 6, 2022 3:00 PM;72,049.50;17,872.50
Apr 6, 2022 3:00 PM;Apr 6, 2022 4:00 PM;70,981.50;19,167.00
Apr 6, 2022 4:00 PM;Apr 6, 2022 5:00 PM;70,521.75;22,613.00
Apr 6, 2022 5:00 PM;Apr 6, 2022 6:00 PM;71,029.75;28,387.25
Apr 6, 2022 6:00 PM;Apr 6, 2022 7:00 PM;71,730.50;35,009.50
Apr 6, 2022 7:00 PM;Apr 6, 2022 8:00 PM;71,411.75;38,178.50
Apr 6, 2022 8:00 PM;Apr 6, 2022 9:00 PM;69,129.75;35,857.75
Apr 6, 2022 9:00 PM;Apr 6, 2022 10:00 PM;65,889.50;30,956.50
Apr 6, 2022 10:00 PM;Apr 6, 2022 11:00 PM;63,037.25;26,771.25
Apr 6, 2022 11:00 PM;Apr 7, 2022 12:00 AM;58,978.25;21,388.50
Apr 7, 2022 12:00 AM;Apr 7, 2022 1:00 AM;54,092.50;14,884.75
Apr 7, 2022 1:00 AM;Apr 7, 2022 2:00 AM;52,359.00;13,862.75
Apr 7, 2022 2:00 AM;Apr 7, 2022 3:00 AM;51,505.00;13,439.50
Apr 7, 2022 3:00 AM;Apr 7, 2022 4:00 AM;52,166.00;13,900.50
Apr 7, 2022 4:00 AM;Apr 7, 2022 5:00 AM;53,472.00;14,858.50
Apr 7, 2022 5:00 AM;Apr 7, 2022 6:00 AM;56,818.50;17,545.75
Apr 7, 2022 6:00 AM;Apr 7, 2022 7:00 AM;62,713.25;21,957.25
Apr 7, 2022 7:00 AM;Apr 7, 2022 8:00 AM;66,738.75;24,150.00
Apr 7, 2022 8:00 AM;Apr 7, 2022 9:00 AM;69,128.25;22,920.25
Apr 7, 2022 9:00 AM;Apr 7, 2022 10:00 AM;70,244.75;19,767.00
Apr 7, 2022 10:00 AM;Apr 7, 2022 11:00 AM;71,717.25;17,730.75
Apr 7, 2022 11:00 AM;Apr 7, 2022 12:00 PM;72,539.25;16,458.50
Apr 7, 2022 12:00 PM;Apr 7, 2022 1:00 PM;71,396.50;14,835.50
Apr 7, 2022 1:00 PM;Apr 7, 2022 2:00 PM;70,252.25;14,737.00
Apr 7, 2022 2:00 PM;Apr 7, 2022 3:00 PM;68,979.75;14,920.75
Apr 7, 2022 3:00 PM;Apr 7, 2022 4:00 PM;68,035.25;15,605.75
Apr 7, 2022 4:00 PM;Apr 7, 2022 5:00 PM;66,906.75;16,837.00
Apr 7, 2022 5:00 PM;Apr 7, 2022 6:00 PM;66,247.25;18,970.25
Apr 7, 2022 6:00 PM;Apr 7, 2022 7:00 PM;66,252.75;21,250.50
Apr 7, 2022 7:00 PM;Apr 7, 2022 8:00 PM;66,307.00;22,967.00
Apr 7, 2022 8:00 PM;Apr 7, 2022 9:00 PM;64,539.50;21,362.75
Apr 7, 2022 9:00 PM;Apr 7, 2022 10:00 PM;62,122.00;18,425.25
Apr 7, 2022 10:00 PM;Apr 7, 2022 11:00 PM;59,916.25;16,626.00
Apr 7, 2022 11:00 PM;Apr 8, 2022 12:00 AM;56,474.00;13,274.75
Apr 8, 2022 12:00 AM;Apr 8, 2022 1:00 AM;51,601.25;8,262.75
Apr 8, 2022 1:00 AM;Apr 8, 2022 2:00 AM;48,822.25;6,365.75
Apr 8, 2022 2:00 AM;Apr 8, 2022 3:00 AM;47,561.00;5,774.75
Apr 8, 2022 3:00 AM;Apr 8, 2022 4:00 AM;48,778.75;7,531.75
Apr 8, 2022 4:00 AM;Apr 8, 2022 5:00 AM;50,474.00;10,000.50
Apr 8, 2022 5:00 AM;Apr 8, 2022 6:00 AM;54,107.00;14,887.75
Apr 8, 2022 6:00 AM;Apr 8, 2022 7:00 AM;60,887.75;22,644.25
Apr 8, 2022 7:00 AM;Apr 8, 2022 8:00 AM;64,800.75;27,062.75
Apr 8, 2022 8:00 AM;Apr 8, 2022 9:00 AM;67,170.50;27,569.25
Apr 8, 2022 9:00 AM;Apr 8, 2022 10:00 AM;68,572.75;25,119.00
Apr 8, 2022 10:00 AM;Apr 8, 2022 11:00 AM;70,265.25;23,866.75
Apr 8, 2022 11:00 AM;Apr 8, 2022 12:00 PM;71,641.75;24,834.75
Apr 8, 2022 12:00 PM;Apr 8, 2022 1:00 PM;70,854.75;25,677.75
Apr 8, 2022 1:00 PM;Apr 8, 2022 2:00 PM;69,515.25;27,091.75
Apr 8, 2022 2:00 PM;Apr 8, 2022 3:00 PM;67,891.50;28,748.50
Apr 8, 2022 3:00 PM;Apr 8, 2022 4:00 PM;66,917.75;31,838.25
Apr 8, 2022 4:00 PM;Apr 8, 2022 5:00 PM;66,007.50;35,175.25
Apr 8, 2022 5:00 PM;Apr 8, 2022 6:00 PM;65,659.75;39,472.00
Apr 8, 2022 6:00 PM;Apr 8, 2022 7:00 PM;65,471.00;43,700.50
Apr 8, 2022 7:00 PM;Apr 8, 2022 8:00 PM;65,190.75;46,824.00
Apr 8, 2022 8:00 PM;Apr 8, 2022 9:00 PM;62,838.75;45,675.00
Apr 8, 2022 9:00 PM;Apr 8, 2022 10:00 PM;59,929.75;42,783.50
Apr 8, 2022 10:00 PM;Apr 8, 2022 11:00 PM;57,285.00;39,905.00
Apr 8, 2022 11:00 PM;Apr 9, 2022 12:00 AM;53,458.75;35,503.75
Apr 9, 2022 12:00 AM;Apr 9, 2022 1:00 AM;50,594.50;31,055.75
Apr 9, 2022 1:00 AM;Apr 9, 2022 2:00 AM;48,764.25;28,105.50
Apr 9, 2022 2:00 AM;Apr 9, 2022 3:00 AM;47,573.25;25,491.25
Apr 9, 2022 3:00 AM;Apr 9, 2022 4:00 AM;47,301.00;23,501.00
Apr 9, 2022 4:00 AM;Apr 9, 2022 5:00 AM;47,431.25;22,003.00
Apr 9, 2022 5:00 AM;Apr 9, 2022 6:00 AM;47,995.25;21,217.00
Apr 9, 2022 6:00 AM;Apr 9, 2022 7:00 AM;49,193.50;21,001.25
Apr 9, 2022 7:00 AM;Apr 9, 2022 8:00 AM;50,886.75;20,787.50
Apr 9, 2022 8:00 AM;Apr 9, 2022 9:00 AM;53,811.50;19,841.00
Apr 9, 2022 9:00 AM;Apr 9, 2022 10:00 AM;56,826.50;16,784.25
Apr 9, 2022 10:00 AM;Apr 9, 2022 11:00 AM;58,760.50;11,913.25
Apr 9, 2022 11:00 AM;Apr 9, 2022 12:00 PM;60,195.25;8,765.75
Apr 9, 2022 12:00 PM;Apr 9, 2022 1:00 PM;59,163.25;4,962.25
Apr 9, 2022 1:00 PM;Apr 9, 2022 2:00 PM;57,374.50;2,069.00
Apr 9, 2022 2:00 PM;Apr 9, 2022 3:00 PM;55,481.00;380.50
Apr 9, 2022 3:00 PM;Apr 9, 2022 4:00 PM;54,944.00;1,836.50
Apr 9, 2022 4:00 PM;Apr 9, 2022 5:00 PM;55,041.00;5,747.50
Apr 9, 2022 5:00 PM;Apr 9, 2022 6:00 PM;55,798.00;12,166.50
Apr 9, 2022 6:00 PM;Apr 9, 2022 7:00 PM;56,711.50;19,806.50
Apr 9, 2022 7:00 PM;Apr 9, 2022 8:00 PM;56,874.00;25,383.75
Apr 9, 2022 8:00 PM;Apr 9, 2022 9:00 PM;55,045.50;25,826.50
Apr 9, 2022 9:00 PM;Apr 9, 2022 10:00 PM;52,714.50;24,045.00
Apr 9, 2022 10:00 PM;Apr 9, 2022 11:00 PM;51,155.25;23,111.00
Apr 9, 2022 11:00 PM;Apr 10, 2022 12:00 AM;48,656.00;20,813.25
Apr 10, 2022 12:00 AM;Apr 10, 2022 1:00 AM;46,444.25;19,076.75
Apr 10, 2022 1:00 AM;Apr 10, 2022 2:00 AM;44,422.50;16,926.50
Apr 10, 2022 2:00 AM;Apr 10, 2022 3:00 AM;43,337.75;15,950.50
Apr 10, 2022 3:00 AM;Apr 10, 2022 4:00 AM;43,218.00;15,949.75
Apr 10, 2022 4:00 AM;Apr 10, 2022 5:00 AM;43,401.75;16,356.25
Apr 10, 2022 5:00 AM;Apr 10, 2022 6:00 AM;43,568.00;16,911.75
Apr 10, 2022 6:00 AM;Apr 10, 2022 7:00 AM;43,589.25;17,062.50
Apr 10, 2022 7:00 AM;Apr 10, 2022 8:00 AM;44,337.00;16,720.25
Apr 10, 2022 8:00 AM;Apr 10, 2022 9:00 AM;47,015.75;15,008.25
Apr 10, 2022 9:00 AM;Apr 10, 2022 10:00 AM;50,026.75;11,972.50
Apr 10, 2022 10:00 AM;Apr 10, 2022 11:00 AM;52,260.00;9,329.75
Apr 10, 2022 11:00 AM;Apr 10, 2022 12:00 PM;54,724.75;9,335.25
Apr 10, 2022 12:00 PM;Apr 10, 2022 1:00 PM;54,328.00;8,441.25
Apr 10, 2022 1:00 PM;Apr 10, 2022 2:00 PM;52,471.25;6,823.50
Apr 10, 2022 2:00 PM;Apr 10, 2022 3:00 PM;50,721.00;5,862.00
Apr 10, 2022 3:00 PM;Apr 10, 2022 4:00 PM;50,046.25;6,900.50
Apr 10, 2022 4:00 PM;Apr 10, 2022 5:00 PM;50,340.50;10,824.50
Apr 10, 2022 5:00 PM;Apr 10, 2022 6:00 PM;51,614.50;18,101.75
Apr 10, 2022 6:00 PM;Apr 10, 2022 7:00 PM;53,227.75;28,167.25
Apr 10, 2022 7:00 PM;Apr 10, 2022 8:00 PM;53,679.25;35,759.50
Apr 10, 2022 8:00 PM;Apr 10, 2022 9:00 PM;53,309.50;38,716.75
Apr 10, 2022 9:00 PM;Apr 10, 2022 10:00 PM;52,393.75;39,228.00
Apr 10, 2022 10:00 PM;Apr 10, 2022 11:00 PM;52,182.75;40,013.00
Apr 10, 2022 11:00 PM;Apr 11, 2022 12:00 AM;49,957.50;38,493.00
Apr 11, 2022 12:00 AM;Apr 11, 2022 1:00 AM;47,848.25;37,361.00
Apr 11, 2022 1:00 AM;Apr 11, 2022 2:00 AM;46,517.75;37,025.50
Apr 11, 2022 2:00 AM;Apr 11, 2022 3:00 AM;45,847.25;36,891.75
Apr 11, 2022 3:00 AM;Apr 11, 2022 4:00 AM;46,573.25;38,112.50
Apr 11, 2022 4:00 AM;Apr 11, 2022 5:00 AM;48,424.75;40,434.50
Apr 11, 2022 5:00 AM;Apr 11, 2022 6:00 AM;52,159.75;44,690.00
Apr 11, 2022 6:00 AM;Apr 11, 2022 7:00 AM;59,188.00;52,220.25
Apr 11, 2022 7:00 AM;Apr 11, 2022 8:00 AM;64,002.00;55,513.75
Apr 11, 2022 8:00 AM;Apr 11, 2022 9:00 AM;66,399.25;52,745.50
Apr 11, 2022 9:00 AM;Apr 11, 2022 10:00 AM;67,663.50;47,366.00
Apr 11, 2022 10:00 AM;Apr 11, 2022 11:00 AM;68,707.25;42,500.25
Apr 11, 2022 11:00 AM;Apr 11, 2022 12:00 PM;69,863.00;38,987.00
Apr 11, 2022 12:00 PM;Apr 11, 2022 1:00 PM;69,693.25;35,976.25
Apr 11, 2022 1:00 PM;Apr 11, 2022 2:00 PM;68,631.75;34,172.00
Apr 11, 2022 2:00 PM;Apr 11, 2022 3:00 PM;66,959.50;33,735.25
Apr 11, 2022 3:00 PM;Apr 11, 2022 4:00 PM;65,979.50;36,031.00
Apr 11, 2022 4:00 PM;Apr 11, 2022 5:00 PM;65,245.50;40,661.50
Apr 11, 2022 5:00 PM;Apr 11, 2022 6:00 PM;65,300.50;47,904.75
Apr 11, 2022 6:00 PM;Apr 11, 2022 7:00 PM;65,829.75;55,905.75
Apr 11, 2022 7:00 PM;Apr 11, 2022 8:00 PM;66,016.75;59,483.75
