Start date;End date;Germany/Luxembourg [€/MWh] Original resolutions;∅ DE/LU neighbours [€/MWh] Original resolutions;Belgium [€/MWh] Original resolutions;Denmark 1 [€/MWh] Original resolutions;Denmark 2 [€/MWh] Original resolutions;France [€/MWh] Original resolutions;Netherlands [€/MWh] Original resolutions;Norway 2 [€/MWh] Original resolutions;Austria [€/MWh] Original resolutions;Poland [€/MWh] Original resolutions;Sweden 4 [€/MWh] Original resolutions;Switzerland [€/MWh] Original resolutions;Czech Republic [€/MWh] Original resolutions;DE/AT/LU [€/MWh] Original resolutions;Northern Italy [€/MWh] Calculated resolutions;Slovenia [€/MWh] Original resolutions;Hungary [€/MWh] Original resolutions
Jun 1, 2025 8:00 AM;Jun 1, 2025 9:00 AM;2.40;5.35;2.40;2.40;2.17;2.40;2.40;2.89;2.40;28.36;2.14;8.88;2.40;-;97.13;2.40;2.40
Jun 1, 2025 9:00 AM;Jun 1, 2025 10:00 AM;-0.01;-0.05;-0.01;-0.01;0.22;-0.01;-0.01;0.62;-0.01;-0.01;0.21;-1.53;-0.01;-;90.00;-0.01;-0.01
Jun 1, 2025 10:00 AM;Jun 1, 2025 11:00 AM;-0.60;1.28;-0.60;-0.60;-0.60;-0.60;-0.60;22.71;-0.60;-0.60;-0.58;-3.22;-0.60;-;15.00;-0.60;-0.60
Jun 1, 2025 11:00 AM;Jun 1, 2025 12:00 PM;-2.11;-1.65;-2.11;-2.11;-2.06;-2.11;-2.11;7.00;-2.11;-2.11;-2.06;-6.29;-2.11;-;10.00;-2.11;-2.11
Jun 1, 2025 12:00 PM;Jun 1, 2025 1:00 PM;-5.48;-4.66;-5.48;-5.48;-5.48;-5.48;-5.48;8.22;-5.48;-5.48;-5.31;-10.33;-5.48;-;10.00;-5.48;-5.48
Jun 1, 2025 1:00 PM;Jun 1, 2025 2:00 PM;-12.93;-9.03;-12.93;-10.87;-7.16;-12.93;-12.93;6.14;-12.93;0.00;-6.98;-15.85;-12.93;-;10.00;-12.93;-12.93
Jun 1, 2025 2:00 PM;Jun 1, 2025 3:00 PM;-20.41;-13.58;-20.41;-16.09;-7.27;-20.41;-20.41;2.75;-20.41;-0.01;-7.11;-19.56;-20.41;-;9.95;-20.41;-20.41
Jun 1, 2025 3:00 PM;Jun 1, 2025 4:00 PM;-15.61;-10.15;-15.61;-15.61;-3.85;-15.61;-15.61;3.88;-15.61;0.01;-3.71;-14.33;-15.61;-;9.65;-15.61;-15.61
Jun 1, 2025 4:00 PM;Jun 1, 2025 5:00 PM;-6.00;4.20;-6.00;-6.00;-1.56;-6.00;-6.00;7.52;-6.00;84.77;-1.46;-7.08;-6.00;-;15.00;-6.00;-6.00
Jun 1, 2025 5:00 PM;Jun 1, 2025 6:00 PM;-0.99;13.99;-0.86;-0.99;3.96;-0.62;-0.91;32.19;-1.59;121.43;3.85;2.06;-4.64;-;97.00;4.64;35.02
Jun 1, 2025 6:00 PM;Jun 1, 2025 7:00 PM;19.23;28.36;15.09;17.00;19.13;2.94;17.00;28.30;21.23;119.11;18.81;42.68;10.62;-;114.60;34.97;110.83
Jun 1, 2025 7:00 PM;Jun 1, 2025 8:00 PM;78.85;69.58;64.96;60.10;60.67;22.82;71.81;59.16;90.35;119.71;60.76;73.77;81.25;-;127.03;105.65;170.75
Jun 1, 2025 8:00 PM;Jun 1, 2025 9:00 PM;93.66;82.13;86.08;83.10;68.41;35.01;89.66;67.65;100.04;118.51;68.46;91.60;94.91;-;133.00;110.84;151.85
Jun 1, 2025 9:00 PM;Jun 1, 2025 10:00 PM;106.86;86.27;98.63;86.70;69.74;40.55;114.90;69.41;96.73;114.99;69.81;87.49;100.00;-;135.17;103.76;148.78
Jun 1, 2025 10:00 PM;Jun 1, 2025 11:00 PM;105.93;89.12;98.73;92.00;71.13;53.96;101.98;70.17;108.94;118.02;71.17;87.50;106.67;-;125.38;109.94;111.07
Jun 1, 2025 11:00 PM;Jun 2, 2025 12:00 AM;90.49;77.47;77.46;66.89;63.85;40.41;83.54;64.99;94.57;120.22;63.85;84.95;91.43;-;121.17;96.03;98.94
